Survived,Pclass,Age,Has_Cabin,FamilySize,IsAlone,Fare_Log,Sex_Code,Embarked_Q,Embarked_S,AgeGroup_Teenager,AgeGroup_Young Adult,AgeGroup_Adult,AgeGroup_Elderly
0,3,-0.5348911628688886,0,0.059159876663617626,0,-0.8797405693934278,0,0,1,0,1,0,0
1,1,0.6683917564561223,1,0.059159876663617626,0,1.3612199269233833,1,0,0,0,0,1,0
1,3,-0.23407043303763592,0,-0.5609748304808925,1,-0.798539974052802,1,0,1,0,1,0,0
1,1,0.4427762090826827,1,0.059159876663617626,0,1.0620380556287106,1,0,1,0,1,0,0
0,3,0.4427762090826827,0,-0.5609748304808925,1,-0.7841792430073967,0,0,1,0,1,0,0
0,3,-0.3092756154954491,0,-0.5609748304808925,1,-0.7386163019798164,0,1,0,0,1,0,0
0,1,1.8716746757811333,1,-0.5609748304808925,1,1.038145562232327,0,0,1,0,0,1,0
0,3,-2.038994812025152,0,1.9195639980971482,0,0.13649913806595457,0,0,1,0,0,0,0
1,3,-0.15886525057982273,0,0.6792945838081278,0,-0.48145578049281285,1,0,1,0,1,0,0
1,2,-1.136532622531394,0,0.059159876663617626,0,0.4894379098126231,1,0,0,1,0,0,0
1,3,-1.8885844471095259,1,0.6792945838081278,0,-0.09156500424402261,1,0,1,0,0,0,0
1,1,2.172495405612386,1,-0.5609748304808925,1,0.36526093570402607,1,0,1,0,0,1,0
0,3,-0.685301527784515,0,-0.5609748304808925,1,-0.7841792430073967,0,0,1,0,1,0,0
0,3,0.7435969389139355,0,3.1598334123861687,0,0.5286989276421437,0,0,1,0,0,1,0
0,3,-1.136532622531394,0,-0.5609748304808925,1,-0.806763380796033,1,0,1,1,0,0,0
1,2,1.9468798582389464,0,-0.5609748304808925,1,-0.13322852057373055,1,0,1,0,0,1,0
0,3,-2.038994812025152,0,2.5396987052416584,0,0.457519539438721,0,1,0,0,0,0,0
1,2,0.06675029679361683,0,-0.5609748304808925,1,-0.3336984726090332,0,0,1,0,1,0,0
0,3,0.14195547925143,0,0.059159876663617626,0,-0.01838583697289204,1,0,1,0,1,0,0
1,3,-0.5724937540977952,0,-0.5609748304808925,1,-0.8828741679067217,1,0,0,0,1,0,0
0,2,0.4427762090826827,0,-0.5609748304808925,1,0.3444394801955362,0,0,1,0,1,0,0
1,2,0.36757102662486957,1,-0.5609748304808925,1,-0.3336984726090332,0,0,1,0,1,0,0
1,3,-1.061327440073581,0,-0.5609748304808925,1,-0.7865550587251358,1,1,0,1,0,0,0
1,1,-0.08366006812200955,1,-0.5609748304808925,1,0.6557188297748954,0,0,1,0,1,0,0
0,3,-1.5877637172782733,0,1.9195639980971482,0,0.13649913806595457,1,0,1,0,0,0,0
1,3,0.6683917564561223,0,3.1598334123861687,0,0.5322916934007406,1,0,1,0,0,1,0
0,3,-0.3092756154954491,0,-0.5609748304808925,1,-0.8828741679067217,0,0,0,0,1,0,0
0,1,-0.7605067102423282,1,2.5396987052416584,0,2.6987007794454887,0,0,1,0,1,0,0
1,3,-0.5724937540977952,0,-0.5609748304808925,1,-0.8038521494426432,1,1,0,0,1,0,0
0,3,-0.3092756154954491,0,-0.5609748304808925,1,-0.8019236166026618,0,0,1,0,1,0,0
0,1,0.8188021213717487,0,-0.5609748304808925,1,0.4082334475616762,0,0,0,0,0,1,0
1,1,0.4427762090826827,1,0.059159876663617626,0,2.097794920021772,1,0,0,0,1,0,0
1,3,-0.5724937540977952,0,-0.5609748304808925,1,-0.8189865811572414,1,1,0,0,1,0,0
0,2,2.7741368652748912,0,-0.5609748304808925,1,-0.5368057694182641,0,0,1,0,0,0,1
0,1,-0.08366006812200955,0,0.059159876663617626,0,1.5060857797883969,0,0,0,0,1,0,0
0,1,0.969212486287375,0,0.059159876663617626,0,1.0408277503255374,0,0,1,0,0,1,0
1,3,-0.3092756154954491,0,-0.5609748304808925,1,-0.8823470582632056,0,0,0,0,1,0,0
0,3,-0.6100963453267019,0,-0.5609748304808925,1,-0.7841792430073967,0,0,1,0,1,0,0
0,3,-0.8357118927001413,0,0.6792945838081278,0,-0.01838583697289204,1,0,1,1,0,0,0
1,3,-1.136532622531394,0,0.059159876663617626,0,-0.47227211715402734,1,0,0,1,0,0,0
0,3,0.8188021213717487,0,0.059159876663617626,0,-0.6331972544104211,1,0,1,0,0,1,0
0,2,-0.15886525057982273,0,0.059159876663617626,0,0.1329851701219792,1,0,1,0,1,0,0
0,3,-0.3092756154954491,0,-0.5609748304808925,1,-0.8019236166026618,0,0,0,0,1,0,0
1,2,-1.9637896295673392,0,1.299429290952638,0,0.8147822510349934,1,0,0,0,0,0,0
1,3,-0.7605067102423282,0,-0.5609748304808925,1,-0.8038521494426432,1,1,0,0,1,0,0
0,3,-0.3092756154954491,0,-0.5609748304808925,1,-0.7841792430073967,0,0,1,0,1,0,0
0,3,-0.3092756154954491,0,0.059159876663617626,0,-0.16405229962564447,0,1,0,0,1,0,0
1,3,-0.5724937540977952,0,-0.5609748304808925,1,-0.8189865811572414,1,1,0,0,1,0,0
0,3,-0.3092756154954491,0,0.6792945838081278,0,0.1643797141666741,0,0,0,0,1,0,0
0,3,-0.8357118927001413,0,0.059159876663617626,0,-0.0293120756270656,1,0,1,1,0,0,0
0,3,-1.6629688997360863,0,2.5396987052416584,0,0.7678594338107121,0,0,1,0,0,0,0
0,3,-0.6100963453267019,0,-0.5609748304808925,1,-0.8131032608653792,0,0,1,0,1,0,0
1,1,1.4956487634920672,1,0.059159876663617626,0,1.4362199751817062,1,0,0,0,0,1,0
1,2,-0.008454885664196365,0,0.059159876663617626,0,0.3444394801955362,1,0,1,0,1,0,0
0,1,2.6989316828170784,1,0.059159876663617626,0,1.2189504454470093,0,0,0,0,0,0,1
1,1,0.8188021213717487,1,-0.5609748304808925,1,0.6557188297748954,0,0,1,0,0,1,0
1,2,-0.6100963453267019,0,-0.5609748304808925,1,-0.5368057694182641,1,0,1,0,1,0,0
0,3,-0.04605747689310296,0,-0.5609748304808925,1,-0.8823470582632056,0,0,0,0,1,0,0
1,2,-1.8133792646517128,0,1.299429290952638,0,0.40928266156909443,1,0,1,0,0,0,0
0,3,-1.3621481699048337,0,3.779968119530679,0,0.936361092700485,0,0,1,0,0,0,0
0,3,-0.5348911628688886,0,-0.5609748304808925,1,-0.8823470582632056,0,0,0,0,1,0,0
1,1,0.6683917564561223,1,-0.5609748304808925,1,1.4787785499834798,1,0,1,0,0,1,0
0,1,1.1948280336608146,1,0.059159876663617626,0,1.5221510751129648,0,0,1,0,0,1,0
0,3,-1.8885844471095259,0,2.5396987052416584,0,0.4146557174979072,0,0,1,0,0,0,0
